Date,Close,Adj Close,Volume,High,Low,SMA,MACD,upper_band,middle_band,lower_band,supertrend_signal,RSI,aroon_up,aroon_down,kicking,upper_band_supertrend,lower_band_supertrend
2013-02-11,17.140356,14.763421,517490400,17.319286,16.901787,16.477219428571427,0.13792728158815537,18.582227302317172,16.8933571,15.204486897682827,0,48.63225755597139,8.0,56.00000000000001,0.0,0.0,0.0
2013-02-12,16.710714,14.393355,609053200,17.227858,16.705,16.359591857142856,0.13863048032753833,18.45577435890848,16.83291065,15.210046941091516,0,44.244787280587694,4.0,52.0,0.0,0.0,0.0
2013-02-13,16.678928,14.365975,475207600,16.915714,16.543571,16.40170907142857,0.1352215744398646,18.405225317489368,16.79914275,15.193060182510633,0,43.92902867882055,8.0,48.0,0.0,0.0,0.0
2013-02-14,16.663929,14.353061,355275200,16.844286,16.572144,16.46984685714286,0.1301770913180864,18.224560637446018,16.7286071,15.232653562553985,0,43.77028969009894,4.0,44.0,0.0,0.0,0.0
2013-02-15,16.434286,14.155264,391745200,16.79143,16.425714,16.496198928571427,0.11037712165751357,18.042780878934558,16.652678599999998,15.262576321065438,0,41.30905590416269,4.0,40.0,0.0,0.0,0.0
2013-02-19,16.428213,14.150039,435783600,16.526072,16.208929,16.50058664285714,0.09638278933566619,17.858688948348803,16.5812321,15.303775251651198,0,41.243008077253194,28.000000000000004,36.0,0.0,0.0,0.0
2013-02-20,16.030357,13.807347,476302400,16.346071,16.02857,16.4802295,0.061538572392094315,17.59239461913943,16.48137495,15.370355280860569,0,37.062273170493995,24.0,32.0,0.0,0.0,0.0
2013-02-21,15.930714,13.721524,447182400,16.041786,15.815,16.456173357142855,0.03434364125213496,17.08952057653393,16.360035649999997,15.630550723466065,0,36.07593584278229,20.0,28.000000000000004,0.0,0.0,0.0
2013-02-22,16.100357,13.867641,330654800,16.128571,15.95,16.449005,0.030475664803824465,17.089267862841965,16.360589150000003,15.631910437158043,0,39.04993879526847,16.0,24.0,0.0,0.0,0.0
2013-02-25,15.814286,13.621239,372579200,16.254286,15.806071,16.4502295,0.012279274301290166,17.07706998848715,16.365803449999998,15.654536911512846,0,36.00768920357068,12.0,20.0,0.0,0.0,0.0
2013-02-26,16.034643,13.811036,501499600,16.126429,15.630714,16.427601928571427,0.01834706121720564,17.0782498857281,16.36426775,15.650285614271901,0,39.89225615750025,8.0,16.0,0.0,0.0,0.0
2013-02-27,15.8775,13.675687,587350400,16.158571,15.7375,16.394999857142857,0.015172096292192683,17.08462817279562,16.3398035,15.594978827204375,0,38.11533784143686,4.0,12.0,0.0,0.0,0.0
2013-02-28,15.764286,13.578174,322515200,15.995357,15.764286,16.3265815,0.009139256360287451,17.098285288279072,16.312249949999998,15.526214611720924,0,36.84209013108304,52.0,8.0,0.0,0.0,0.0
2013-03-01,15.373929,13.241949,552448400,15.649286,15.356429,16.21303557142857,-0.01607604183901501,17.153887140094845,16.2675714,15.38125565990516,0,32.77651138412874,48.0,100.0,0.0,0.0,0.0
2013-03-04,15.001786,12.921413,582755600,15.292857,14.964286,16.06028057142857,-0.05079369017646307,17.252005132438235,16.207625,15.163244867561763,0,29.440994392795233,44.0,100.0,0.0,0.0,0.0
2013-03-05,15.397857,13.262562,638433600,15.5425,15.026786,15.966505071428571,-0.04050587910890385,17.276963833307597,16.1876607,15.098357566692401,0,36.811333873234275,40.0,96.0,0.0,0.0,0.0
2013-03-06,15.202143,13.093987,460250000,15.544643,15.158214,15.861020428571427,-0.04022283713323799,17.297354379590367,16.1301964,14.963038420409632,0,34.87287612554235,36.0,92.0,0.0,0.0,0.0
